cnn only run
Accuracy (172): 0.817
Accuracy (173): 0.827
Accuracy (174): 0.818
Accuracy (175): 0.831
Accuracy (176): 0.82
Accuracy (177): 0.817
Accuracy (178): 0.826
Accuracy (179): 0.819
Accuracy (180): 0.828
Accuracy (181): 0.828
Accuracy (182): 0.831
Accuracy (183): 0.832
Accuracy (184): 0.835
Accuracy (185): 0.825
Accuracy (186): 0.83
Accuracy (187): 0.824
Accuracy (188): 0.819
Accuracy (189): 0.821
Accuracy (190): 0.829
Accuracy (191): 0.824
Accuracy (192): 0.815
Accuracy (193): 0.827
Accuracy (194): 0.814
Accuracy (195): 0.82
Accuracy (196): 0.82
Accuracy (197): 0.816
Accuracy (198): 0.827
Accuracy (199): 0.82
Accuracy (200): 0.827
Accuracy (201): 0.812
Accuracy (202): 0.822
Accuracy (203): 0.826
Accuracy (204): 0.818
Accuracy (205): 0.816
Accuracy (206): 0.827
Accuracy (207): 0.824
Accuracy (208): 0.828
Accuracy (209): 0.827
Accuracy (210): 0.827
Accuracy (211): 0.824
Accuracy (212): 0.825
Accuracy (213): 0.82
Accuracy (214): 0.822
Accuracy (215): 0.826
Accuracy (216): 0.826
Accuracy (217): 0.829
Accuracy (218): 0.818
Accuracy (219): 0.829
Accuracy (220): 0.825
Accuracy (221): 0.825
Accuracy (222): 0.825
Accuracy (223): 0.822
Accuracy (224): 0.829
Accuracy (225): 0.82
Accuracy (226): 0.832
Accuracy (227): 0.822
Accuracy (228): 0.825
Accuracy (229): 0.828
Accuracy (230): 0.83
Accuracy (231): 0.826
Accuracy (232): 0.821
Accuracy (233): 0.83
Accuracy (234): 0.813
Accuracy (235): 0.828
Accuracy (236): 0.826
Accuracy (237): 0.823
Accuracy (238): 0.826
Accuracy (239): 0.814
Accuracy (240): 0.828
Accuracy (241): 0.828
Accuracy (242): 0.824
Accuracy (243): 0.82
Accuracy (244): 0.827
Accuracy (245): 0.831
Accuracy (246): 0.82
Accuracy (247): 0.812
Accuracy (248): 0.822
Accuracy (249): 0.822
Accuracy (250): 0.828
Accuracy (251): 0.828
Accuracy (252): 0.815
Accuracy (253): 0.829
Accuracy (254): 0.82
Accuracy (255): 0.821
Accuracy (256): 0.808
Accuracy (257): 0.82
Accuracy (258): 0.823
Accuracy (259): 0.834
Accuracy (260): 0.824
Accuracy (261): 0.83
Accuracy (262): 0.812
Accuracy (263): 0.82
Accuracy (264): 0.823
Accuracy (265): 0.808
Accuracy (266): 0.815
Accuracy (267): 0.822
Accuracy (268): 0.822
Accuracy (269): 0.81
Accuracy (270): 0.819
Accuracy (271): 0.816
Accuracy (272): 0.806
Accuracy (273): 0.809
Accuracy (274): 0.811
Accuracy (275): 0.818
Accuracy (276): 0.818
Accuracy (277): 0.808
Accuracy (278): 0.823
Accuracy (279): 0.804
Accuracy (280): 0.82
Accuracy (281): 0.811
Accuracy (282): 0.812
Accuracy (283): 0.81
Accuracy (284): 0.824
Accuracy (285): 0.82
Accuracy (286): 0.819
Accuracy (287): 0.815
Accuracy (288): 0.822
Accuracy (289): 0.824
Accuracy (290): 0.819
Accuracy (291): 0.821
Accuracy (292): 0.81
Accuracy (293): 0.822
Accuracy (294): 0.815
Accuracy (295): 0.805
Accuracy (296): 0.807
Accuracy (297): 0.82
Accuracy (298): 0.804
Accuracy (299): 0.819
Accuracy (300): 0.809
Accuracy (301): 0.814
Accuracy (302): 0.809
Accuracy (303): 0.813
Accuracy (304): 0.817
Accuracy (305): 0.829
Accuracy (306): 0.806
Accuracy (307): 0.804
Accuracy (308): 0.821
Accuracy (309): 0.805
Accuracy (310): 0.802
Accuracy (311): 0.819
Accuracy (312): 0.811
Accuracy (313): 0.818
Accuracy (314): 0.808
Accuracy (315): 0.814
Accuracy (316): 0.814
Accuracy (317): 0.818
Accuracy (318): 0.814
Accuracy (319): 0.82
Accuracy (320): 0.823
Accuracy (321): 0.821
Accuracy (322): 0.817
Accuracy (323): 0.814
Accuracy (324): 0.813
Accuracy (325): 0.815
Accuracy (326): 0.808
Accuracy (327): 0.814
Accuracy (328): 0.81
Accuracy (329): 0.82
Accuracy (330): 0.806
Accuracy (331): 0.805
Accuracy (332): 0.815
Accuracy (333): 0.817
Accuracy (334): 0.811
Accuracy (335): 0.809
Accuracy (336): 0.819
Accuracy (337): 0.817
Accuracy (338): 0.818
Accuracy (339): 0.819
Accuracy (340): 0.824
Accuracy (341): 0.816
Accuracy (342): 0.811
Accuracy (343): 0.823
Accuracy (344): 0.824
Accuracy (345): 0.811
Accuracy (346): 0.809
Accuracy (347): 0.817
Accuracy (348): 0.81
Accuracy (349): 0.819
Accuracy (350): 0.806
Accuracy (351): 0.812
Accuracy (352): 0.806
Accuracy (353): 0.809
Accuracy (354): 0.809
Accuracy (355): 0.803
Accuracy (356): 0.81
Accuracy (357): 0.807
Accuracy (358): 0.817
Accuracy (359): 0.805
Accuracy (360): 0.811
Accuracy (361): 0.819
Accuracy (362): 0.815
Accuracy (363): 0.815
Accuracy (364): 0.815
Accuracy (365): 0.815
Accuracy (366): 0.811
Accuracy (367): 0.809
Accuracy (368): 0.806
Accuracy (369): 0.826
Accuracy (370): 0.816
Accuracy (371): 0.818
Accuracy (372): 0.808
Accuracy (373): 0.817
Accuracy (374): 0.802
Accuracy (375): 0.817
Accuracy (376): 0.803
Accuracy (377): 0.812
Accuracy (378): 0.811
Accuracy (379): 0.811
Accuracy (380): 0.822
Accuracy (381): 0.815
Accuracy (382): 0.811
Accuracy (383): 0.804
Accuracy (384): 0.818
Accuracy (385): 0.817
Accuracy (386): 0.817
Accuracy (387): 0.817
Accuracy (388): 0.82
Accuracy (389): 0.826
Accuracy (390): 0.82
Accuracy (391): 0.814
Accuracy (392): 0.818
Accuracy (393): 0.829
Accuracy (394): 0.813
Accuracy (395): 0.823
Accuracy (396): 0.813
Accuracy (397): 0.813
Accuracy (398): 0.827
Accuracy (399): 0.815
Predicted   0    1    2   3    4   5   6    7   8    9   All
Actual                                                      
0          79    1    2   0    2   0   4    1   1    1    91
1           0  114    1   0    3   0   1    5   1    0   125
2           1    0   87   6    1   1   3    2   3    0   104
3           1    1    2  82    0   3   0    2   7    3   101
4           1    2    1   0   83   0   0    2   1    6    96
5           1    3    3   2    1  79   3    1   6    3   102
6           4    2    1   0    4   1  60    0   4    0    76
7           1    1    5   2    2   1   0   83   0    4    99
8           3    1    4   5    4   5   1    4  64    4    95
9           2    2    1   0    2   2   0   10   4   88   111
All        93  127  107  97  102  92  72  110  91  109  1000

correctly predicted 819
out of 1000

Indices of wrong images: [5, 13, 25, 30, 32, 35, 38, 55, 58, 60, 68, 70, 72, 75, 89, 106, 121, 123, 128, 135, 136, 140, 152, 157, 169, 185, 189, 202, 209, 215, 216, 217, 219, 220, 222, 230, 237, 251, 255, 256, 257, 269, 283, 285, 301, 312, 316, 319, 322, 330, 337, 340, 341, 362, 369, 380, 384, 385, 390, 395, 396, 413, 417, 425, 426, 429, 430, 432, 441, 443, 447, 461, 465, 466, 467, 477, 488, 493, 497, 500, 504, 505, 515, 517, 518, 520, 530, 536, 538, 546, 551, 566, 572, 573, 575, 576, 578, 579, 581, 590, 600, 602, 603, 606, 628, 629, 630, 645, 646, 647, 657, 663, 673, 675, 677, 684, 686, 690, 693, 695, 698, 712, 717, 724, 730, 735, 736, 737, 739, 744, 745, 747, 750, 752, 757, 768, 773, 776, 778, 780, 781, 783, 789, 791, 800, 804, 806, 821, 823, 835, 838, 840, 842, 846, 849, 857, 859, 865, 873, 884, 886, 890, 893, 894, 901, 902, 919, 922, 924, 929, 942, 943, 949, 956, 957, 962, 972, 984, 985, 997, 998]
