cnn only run
Accuracy (172): 0.781
Accuracy (173): 0.787
Accuracy (174): 0.782
Accuracy (175): 0.782
Accuracy (176): 0.783
Accuracy (177): 0.783
Accuracy (178): 0.785
Accuracy (179): 0.773
Accuracy (180): 0.782
Accuracy (181): 0.783
Accuracy (182): 0.783
Accuracy (183): 0.782
Accuracy (184): 0.782
Accuracy (185): 0.786
Accuracy (186): 0.782
Accuracy (187): 0.775
Accuracy (188): 0.776
Accuracy (189): 0.78
Accuracy (190): 0.781
Accuracy (191): 0.779
Accuracy (192): 0.775
Accuracy (193): 0.784
Accuracy (194): 0.78
Accuracy (195): 0.778
Accuracy (196): 0.775
Accuracy (197): 0.781
Accuracy (198): 0.779
Accuracy (199): 0.777
Accuracy (200): 0.782
Accuracy (201): 0.774
Accuracy (202): 0.775
Accuracy (203): 0.781
Accuracy (204): 0.781
Accuracy (205): 0.78
Accuracy (206): 0.778
Accuracy (207): 0.775
Accuracy (208): 0.776
Accuracy (209): 0.769
Accuracy (210): 0.778
Accuracy (211): 0.781
Accuracy (212): 0.776
Accuracy (213): 0.778
Accuracy (214): 0.776
Accuracy (215): 0.772
Accuracy (216): 0.779
Accuracy (217): 0.779
Accuracy (218): 0.778
Accuracy (219): 0.778
Accuracy (220): 0.774
Accuracy (221): 0.771
Accuracy (222): 0.778
Accuracy (223): 0.784
Accuracy (224): 0.771
Accuracy (225): 0.772
Accuracy (226): 0.774
Accuracy (227): 0.775
Accuracy (228): 0.777
Accuracy (229): 0.772
Accuracy (230): 0.777
Accuracy (231): 0.781
Accuracy (232): 0.777
Accuracy (233): 0.782
Accuracy (234): 0.781
Accuracy (235): 0.782
Accuracy (236): 0.775
Accuracy (237): 0.777
Accuracy (238): 0.779
Accuracy (239): 0.779
Accuracy (240): 0.775
Accuracy (241): 0.779
Accuracy (242): 0.773
Accuracy (243): 0.778
Accuracy (244): 0.772
Accuracy (245): 0.774
Accuracy (246): 0.779
Accuracy (247): 0.78
Accuracy (248): 0.778
Accuracy (249): 0.782
Accuracy (250): 0.778
Accuracy (251): 0.776
Accuracy (252): 0.772
Accuracy (253): 0.775
Accuracy (254): 0.772
Accuracy (255): 0.778
Accuracy (256): 0.771
Accuracy (257): 0.777
Accuracy (258): 0.775
Accuracy (259): 0.774
Accuracy (260): 0.779
Accuracy (261): 0.774
Accuracy (262): 0.78
Accuracy (263): 0.778
Accuracy (264): 0.777
Accuracy (265): 0.778
Accuracy (266): 0.778
Accuracy (267): 0.78
Accuracy (268): 0.782
Accuracy (269): 0.78
Accuracy (270): 0.781
Accuracy (271): 0.779
Accuracy (272): 0.783
Accuracy (273): 0.776
Accuracy (274): 0.77
Accuracy (275): 0.775
Accuracy (276): 0.778
Accuracy (277): 0.78
Accuracy (278): 0.774
Accuracy (279): 0.778
Accuracy (280): 0.771
Accuracy (281): 0.781
Accuracy (282): 0.783
Accuracy (283): 0.786
Accuracy (284): 0.775
Accuracy (285): 0.774
Accuracy (286): 0.781
Accuracy (287): 0.776
Accuracy (288): 0.783
Accuracy (289): 0.778
Accuracy (290): 0.778
Accuracy (291): 0.771
Accuracy (292): 0.777
Accuracy (293): 0.776
Accuracy (294): 0.77
Accuracy (295): 0.778
Accuracy (296): 0.775
Accuracy (297): 0.777
Accuracy (298): 0.777
Accuracy (299): 0.779
Accuracy (300): 0.767
Accuracy (301): 0.776
Accuracy (302): 0.768
Accuracy (303): 0.775
Accuracy (304): 0.776
Accuracy (305): 0.775
Accuracy (306): 0.778
Accuracy (307): 0.771
Accuracy (308): 0.763
Accuracy (309): 0.778
Accuracy (310): 0.773
Accuracy (311): 0.774
Accuracy (312): 0.773
Accuracy (313): 0.764
Accuracy (314): 0.774
Accuracy (315): 0.771
Accuracy (316): 0.772
Accuracy (317): 0.773
Accuracy (318): 0.77
Accuracy (319): 0.77
Accuracy (320): 0.772
Accuracy (321): 0.773
Accuracy (322): 0.78
Accuracy (323): 0.773
Accuracy (324): 0.771
Accuracy (325): 0.772
Accuracy (326): 0.777
Accuracy (327): 0.774
Accuracy (328): 0.774
Accuracy (329): 0.774
Accuracy (330): 0.778
Accuracy (331): 0.776
Accuracy (332): 0.774
Accuracy (333): 0.778
Accuracy (334): 0.783
Accuracy (335): 0.773
Accuracy (336): 0.776
Accuracy (337): 0.773
Accuracy (338): 0.771
Accuracy (339): 0.768
Accuracy (340): 0.772
Accuracy (341): 0.773
Accuracy (342): 0.769
Accuracy (343): 0.774
Accuracy (344): 0.774
Accuracy (345): 0.774
Accuracy (346): 0.776
Accuracy (347): 0.775
Accuracy (348): 0.781
Accuracy (349): 0.779
Accuracy (350): 0.769
Accuracy (351): 0.772
Accuracy (352): 0.788
Accuracy (353): 0.775
Accuracy (354): 0.774
Accuracy (355): 0.777
Accuracy (356): 0.775
Accuracy (357): 0.776
Accuracy (358): 0.773
Accuracy (359): 0.772
Accuracy (360): 0.766
Accuracy (361): 0.775
Accuracy (362): 0.769
Accuracy (363): 0.764
Accuracy (364): 0.779
Accuracy (365): 0.766
Accuracy (366): 0.765
Accuracy (367): 0.771
Accuracy (368): 0.771
Accuracy (369): 0.768
Accuracy (370): 0.773
Accuracy (371): 0.774
Accuracy (372): 0.769
Accuracy (373): 0.765
Accuracy (374): 0.776
Accuracy (375): 0.777
Accuracy (376): 0.772
Accuracy (377): 0.771
Accuracy (378): 0.767
Accuracy (379): 0.774
Accuracy (380): 0.776
Accuracy (381): 0.768
Accuracy (382): 0.772
Accuracy (383): 0.774
Accuracy (384): 0.777
Accuracy (385): 0.772
Accuracy (386): 0.777
Accuracy (387): 0.767
Accuracy (388): 0.772
Accuracy (389): 0.77
Accuracy (390): 0.772
Accuracy (391): 0.768
Accuracy (392): 0.766
Accuracy (393): 0.769
Accuracy (394): 0.769
Accuracy (395): 0.773
Accuracy (396): 0.769
Accuracy (397): 0.771
Accuracy (398): 0.763
Accuracy (399): 0.769
Predicted   0    1    2    3   4   5   6    7   8    9   All
Actual                                                      
0          76    2    4    1   0   0   4    2   1    1    91
1           0  114    0    1   0   1   3    3   2    1   125
2           1    1   89    5   0   1   2    3   2    0   104
3           3    3    6   70   2   5   1    2   3    6   101
4           2    0    0    0  83   2   2    1   1    5    96
5           4    3    3    8   3  61   3    2  10    5   102
6           1    1    2    2   4   0  65    0   1    0    76
7           1    0    3    5   1   0   0   85   1    3    99
8           0    2    0    7   0   8   0    7  66    5    95
9           0    3    3    3   4   1   0    5   6   86   111
All        88  129  110  102  97  79  80  110  93  112  1000

correctly predicted 795
out of 1000

Indices of wrong images: [5, 6, 8, 11, 13, 14, 19, 24, 25, 43, 53, 55, 57, 58, 70, 72, 75, 77, 85, 88, 89, 94, 98, 104, 107, 121, 125, 128, 132, 135, 136, 138, 140, 149, 152, 155, 168, 169, 185, 189, 200, 209, 212, 215, 219, 226, 227, 230, 231, 235, 237, 240, 249, 269, 281, 285, 286, 287, 289, 296, 306, 311, 312, 316, 326, 333, 337, 343, 346, 354, 359, 360, 362, 369, 377, 384, 385, 396, 403, 404, 407, 413, 416, 417, 418, 420, 425, 426, 431, 432, 443, 446, 457, 461, 464, 465, 466, 467, 477, 478, 481, 482, 484, 485, 488, 505, 514, 515, 520, 530, 536, 542, 543, 546, 566, 572, 576, 579, 581, 583, 586, 592, 593, 603, 606, 608, 616, 628, 630, 636, 640, 644, 645, 646, 647, 649, 657, 663, 672, 673, 688, 695, 698, 700, 710, 712, 717, 732, 734, 735, 739, 745, 747, 750, 752, 757, 773, 778, 780, 783, 789, 792, 794, 800, 806, 810, 821, 823, 836, 839, 840, 841, 859, 862, 865, 873, 875, 878, 879, 880, 883, 884, 886, 888, 893, 894, 895, 902, 905, 919, 922, 929, 942, 944, 954, 956, 957, 961, 962, 965, 966, 972, 978, 980, 988]
