cnn only run
Accuracy (257): 0.824
Accuracy (258): 0.815
Accuracy (259): 0.815
Accuracy (260): 0.812
Accuracy (261): 0.824
Accuracy (262): 0.818
Accuracy (263): 0.802
Accuracy (264): 0.818
Accuracy (265): 0.807
Accuracy (266): 0.823
Accuracy (267): 0.808
Accuracy (268): 0.822
Accuracy (269): 0.813
Accuracy (270): 0.819
Accuracy (271): 0.819
Accuracy (272): 0.817
Accuracy (273): 0.814
Accuracy (274): 0.811
Accuracy (275): 0.805
Accuracy (276): 0.825
Accuracy (277): 0.816
Accuracy (278): 0.811
Accuracy (279): 0.809
Accuracy (280): 0.808
Accuracy (281): 0.812
Accuracy (282): 0.801
Accuracy (283): 0.812
Accuracy (284): 0.802
Accuracy (285): 0.812
Accuracy (286): 0.811
Accuracy (287): 0.811
Accuracy (288): 0.8
Accuracy (289): 0.808
Accuracy (290): 0.82
Accuracy (291): 0.804
Accuracy (292): 0.804
Accuracy (293): 0.818
Accuracy (294): 0.822
Accuracy (295): 0.812
Accuracy (296): 0.817
Accuracy (297): 0.811
Accuracy (298): 0.811
Accuracy (299): 0.813
Accuracy (300): 0.815
Accuracy (301): 0.808
Accuracy (302): 0.818
Accuracy (303): 0.817
Accuracy (304): 0.811
Accuracy (305): 0.806
Accuracy (306): 0.816
Accuracy (307): 0.81
Accuracy (308): 0.819
Accuracy (309): 0.823
Accuracy (310): 0.821
Accuracy (311): 0.816
Accuracy (312): 0.818
Accuracy (313): 0.814
Accuracy (314): 0.809
Accuracy (315): 0.815
Accuracy (316): 0.813
Accuracy (317): 0.811
Accuracy (318): 0.809
Accuracy (319): 0.811
Accuracy (320): 0.807
Accuracy (321): 0.823
Accuracy (322): 0.801
Accuracy (323): 0.814
Accuracy (324): 0.811
Accuracy (325): 0.809
Accuracy (326): 0.81
Accuracy (327): 0.813
Accuracy (328): 0.815
Accuracy (329): 0.811
Accuracy (330): 0.818
Accuracy (331): 0.812
Accuracy (332): 0.815
Accuracy (333): 0.819
Accuracy (334): 0.821
Accuracy (335): 0.824
Accuracy (336): 0.815
Accuracy (337): 0.817
Accuracy (338): 0.826
Accuracy (339): 0.815
Accuracy (340): 0.81
Accuracy (341): 0.825
Accuracy (342): 0.815
Accuracy (343): 0.814
Accuracy (344): 0.811
Accuracy (345): 0.822
Accuracy (346): 0.825
Accuracy (347): 0.817
Accuracy (348): 0.82
Accuracy (349): 0.819
Accuracy (350): 0.824
Accuracy (351): 0.805
Accuracy (352): 0.822
Accuracy (353): 0.82
Accuracy (354): 0.814
Accuracy (355): 0.821
Accuracy (356): 0.817
Accuracy (357): 0.82
Accuracy (358): 0.801
Accuracy (359): 0.815
Accuracy (360): 0.809
Accuracy (361): 0.822
Accuracy (362): 0.826
Accuracy (363): 0.816
Accuracy (364): 0.811
Accuracy (365): 0.824
Accuracy (366): 0.819
Accuracy (367): 0.826
Accuracy (368): 0.821
Accuracy (369): 0.817
Accuracy (370): 0.817
Accuracy (371): 0.82
Accuracy (372): 0.823
Accuracy (373): 0.825
Accuracy (374): 0.805
Accuracy (375): 0.815
Accuracy (376): 0.823
Accuracy (377): 0.814
Accuracy (378): 0.814
Accuracy (379): 0.812
Accuracy (380): 0.826
Accuracy (381): 0.818
Accuracy (382): 0.818
Accuracy (383): 0.808
Accuracy (384): 0.817
Accuracy (385): 0.82
Accuracy (386): 0.816
Accuracy (387): 0.816
Accuracy (388): 0.812
Accuracy (389): 0.813
Accuracy (390): 0.82
Accuracy (391): 0.815
Accuracy (392): 0.825
Accuracy (393): 0.817
Accuracy (394): 0.816
Accuracy (395): 0.813
Accuracy (396): 0.807
Accuracy (397): 0.815
Accuracy (398): 0.819
Accuracy (399): 0.814
Accuracy (400): 0.816
Accuracy (401): 0.816
Accuracy (402): 0.813
Accuracy (403): 0.822
Accuracy (404): 0.815
Accuracy (405): 0.813
Accuracy (406): 0.817
Accuracy (407): 0.818
Accuracy (408): 0.82
Accuracy (409): 0.815
Accuracy (410): 0.812
Accuracy (411): 0.81
Accuracy (412): 0.81
Accuracy (413): 0.806
Accuracy (414): 0.808
Accuracy (415): 0.816
Accuracy (416): 0.81
Accuracy (417): 0.809
Accuracy (418): 0.813
Accuracy (419): 0.815
Accuracy (420): 0.812
Accuracy (421): 0.811
Accuracy (422): 0.811
Accuracy (423): 0.809
Accuracy (424): 0.814
Accuracy (425): 0.815
Accuracy (426): 0.81
Accuracy (427): 0.81
Accuracy (428): 0.802
Accuracy (429): 0.823
Accuracy (430): 0.819
Accuracy (431): 0.816
Accuracy (432): 0.812
Accuracy (433): 0.822
Accuracy (434): 0.817
Accuracy (435): 0.808
Accuracy (436): 0.812
Accuracy (437): 0.816
Accuracy (438): 0.811
Accuracy (439): 0.819
Accuracy (440): 0.801
Accuracy (441): 0.794
Accuracy (442): 0.814
Accuracy (443): 0.811
Accuracy (444): 0.809
Accuracy (445): 0.807
Accuracy (446): 0.81
Accuracy (447): 0.821
Accuracy (448): 0.818
Accuracy (449): 0.818
Accuracy (450): 0.819
Accuracy (451): 0.815
Accuracy (452): 0.809
Accuracy (453): 0.809
Accuracy (454): 0.817
Accuracy (455): 0.811
Accuracy (456): 0.821
Accuracy (457): 0.815
Accuracy (458): 0.81
Accuracy (459): 0.811
Accuracy (460): 0.817
Accuracy (461): 0.819
Accuracy (462): 0.808
Accuracy (463): 0.816
Accuracy (464): 0.809
Accuracy (465): 0.811
Accuracy (466): 0.803
Accuracy (467): 0.825
Accuracy (468): 0.815
Accuracy (469): 0.823
Accuracy (470): 0.82
Accuracy (471): 0.815
Accuracy (472): 0.817
Accuracy (473): 0.827
Accuracy (474): 0.816
Accuracy (475): 0.825
Accuracy (476): 0.821
Accuracy (477): 0.82
Accuracy (478): 0.824
Accuracy (479): 0.811
Accuracy (480): 0.801
Accuracy (481): 0.816
Accuracy (482): 0.803
Accuracy (483): 0.817
Accuracy (484): 0.817
Accuracy (485): 0.821
Accuracy (486): 0.82
Accuracy (487): 0.816
Accuracy (488): 0.812
Accuracy (489): 0.813
Accuracy (490): 0.81
Accuracy (491): 0.815
Accuracy (492): 0.821
Accuracy (493): 0.816
Accuracy (494): 0.815
Accuracy (495): 0.809
Accuracy (496): 0.815
Accuracy (497): 0.816
Accuracy (498): 0.811
Accuracy (499): 0.806
Predicted   0    1    2   3   4   5   6    7   8    9   All
Actual                                                     
0          73    3    3   0   1   1   4    3   1    2    91
1           0  117    2   0   2   0   1    1   1    1   125
2           2    0   88   4   0   0   2    4   3    1   104
3           1    1    6  76   2   6   0    4   4    1   101
4           0    2    0   2  78   0   1    3   1    9    96
5           3    5    1   8   0  76   2    0   3    4   102
6           1    3    1   0   1   3  64    1   2    0    76
7           0    0    1   3   1   1   0   89   0    4    99
8           1    1    3   4   0   3   6    5  69    3    95
9           2    1    2   0   3   2   1   10   4   86   111
All        83  133  107  97  88  92  81  120  88  111  1000

correctly predicted 816
out of 1000

Indices of wrong images: [5, 13, 25, 30, 35, 38, 55, 58, 60, 64, 68, 72, 75, 80, 89, 90, 98, 121, 125, 132, 135, 138, 140, 149, 152, 168, 169, 171, 184, 185, 189, 199, 201, 209, 215, 216, 217, 220, 222, 230, 240, 241, 255, 256, 268, 273, 283, 285, 287, 296, 301, 316, 319, 322, 337, 340, 343, 353, 362, 365, 369, 371, 376, 384, 385, 411, 417, 418, 420, 426, 429, 430, 432, 433, 435, 441, 442, 447, 451, 463, 465, 466, 467, 473, 477, 488, 493, 497, 500, 505, 511, 514, 515, 517, 518, 520, 564, 572, 573, 576, 578, 581, 583, 602, 603, 606, 608, 615, 628, 629, 633, 635, 645, 646, 647, 663, 667, 673, 675, 684, 693, 695, 704, 710, 712, 713, 717, 724, 730, 732, 736, 739, 744, 745, 750, 752, 757, 762, 768, 775, 776, 781, 789, 791, 800, 802, 804, 806, 810, 819, 823, 825, 835, 838, 841, 849, 857, 859, 868, 877, 878, 880, 883, 890, 893, 895, 898, 899, 915, 919, 922, 939, 942, 956, 957, 962, 967, 972, 978, 980, 983, 985, 997, 998]
