cnn only run
Accuracy (87): 0.811
Accuracy (88): 0.816
Accuracy (89): 0.803
Accuracy (90): 0.806
Accuracy (91): 0.799
Accuracy (92): 0.803
Accuracy (93): 0.801
Accuracy (94): 0.807
Accuracy (95): 0.814
Accuracy (96): 0.8
Accuracy (97): 0.8
Accuracy (98): 0.801
Accuracy (99): 0.807
Accuracy (100): 0.807
Accuracy (101): 0.807
Accuracy (102): 0.812
Accuracy (103): 0.807
Accuracy (104): 0.799
Accuracy (105): 0.803
Accuracy (106): 0.812
Accuracy (107): 0.801
Accuracy (108): 0.806
Accuracy (109): 0.824
Accuracy (110): 0.803
Accuracy (111): 0.803
Accuracy (112): 0.801
Accuracy (113): 0.805
Accuracy (114): 0.817
Accuracy (115): 0.809
Accuracy (116): 0.805
Accuracy (117): 0.808
Accuracy (118): 0.81
Accuracy (119): 0.818
Accuracy (120): 0.816
Accuracy (121): 0.809
Accuracy (122): 0.805
Accuracy (123): 0.816
Accuracy (124): 0.81
Accuracy (125): 0.813
Accuracy (126): 0.815
Accuracy (127): 0.809
Accuracy (128): 0.808
Accuracy (129): 0.808
Accuracy (130): 0.812
Accuracy (131): 0.812
Accuracy (132): 0.815
Accuracy (133): 0.813
Accuracy (134): 0.805
Accuracy (135): 0.816
Accuracy (136): 0.816
Accuracy (137): 0.81
Accuracy (138): 0.809
Accuracy (139): 0.814
Accuracy (140): 0.814
Accuracy (141): 0.806
Accuracy (142): 0.813
Accuracy (143): 0.815
Accuracy (144): 0.814
Accuracy (145): 0.816
Accuracy (146): 0.813
Accuracy (147): 0.809
Accuracy (148): 0.812
Accuracy (149): 0.816
Accuracy (150): 0.819
Accuracy (151): 0.819
Accuracy (152): 0.827
Accuracy (153): 0.813
Accuracy (154): 0.815
Accuracy (155): 0.819
Accuracy (156): 0.806
Accuracy (157): 0.809
Accuracy (158): 0.809
Accuracy (159): 0.82
Accuracy (160): 0.825
Accuracy (161): 0.821
Accuracy (162): 0.809
Accuracy (163): 0.81
Accuracy (164): 0.811
Accuracy (165): 0.818
Accuracy (166): 0.812
Accuracy (167): 0.824
Accuracy (168): 0.821
Accuracy (169): 0.822
Accuracy (170): 0.816
Accuracy (171): 0.817
Accuracy (172): 0.811
Accuracy (173): 0.809
Accuracy (174): 0.809
Accuracy (175): 0.81
Accuracy (176): 0.809
Accuracy (177): 0.806
Accuracy (178): 0.808
Accuracy (179): 0.811
Accuracy (180): 0.818
Accuracy (181): 0.802
Accuracy (182): 0.806
Accuracy (183): 0.801
Accuracy (184): 0.797
Accuracy (185): 0.81
Accuracy (186): 0.811
Accuracy (187): 0.801
Accuracy (188): 0.811
Accuracy (189): 0.816
Accuracy (190): 0.813
Accuracy (191): 0.813
Accuracy (192): 0.805
Accuracy (193): 0.804
Accuracy (194): 0.8
Accuracy (195): 0.805
Accuracy (196): 0.812
Accuracy (197): 0.808
Accuracy (198): 0.801
Accuracy (199): 0.801
Accuracy (200): 0.814
Accuracy (201): 0.817
Accuracy (202): 0.796
Accuracy (203): 0.81
Accuracy (204): 0.807
Accuracy (205): 0.815
Accuracy (206): 0.815
Accuracy (207): 0.809
Accuracy (208): 0.811
Accuracy (209): 0.814
Accuracy (210): 0.814
Accuracy (211): 0.815
Accuracy (212): 0.806
Accuracy (213): 0.816
Accuracy (214): 0.805
Accuracy (215): 0.806
Accuracy (216): 0.814
Accuracy (217): 0.814
Accuracy (218): 0.818
Accuracy (219): 0.81
Accuracy (220): 0.802
Accuracy (221): 0.811
Accuracy (222): 0.809
Accuracy (223): 0.81
Accuracy (224): 0.796
Accuracy (225): 0.807
Accuracy (226): 0.814
Accuracy (227): 0.809
Accuracy (228): 0.81
Accuracy (229): 0.812
Accuracy (230): 0.813
Accuracy (231): 0.797
Accuracy (232): 0.807
Accuracy (233): 0.805
Accuracy (234): 0.807
Accuracy (235): 0.81
Accuracy (236): 0.798
Accuracy (237): 0.813
Accuracy (238): 0.803
Accuracy (239): 0.804
Accuracy (240): 0.817
Accuracy (241): 0.803
Accuracy (242): 0.81
Accuracy (243): 0.812
Accuracy (244): 0.81
Accuracy (245): 0.81
Accuracy (246): 0.802
Accuracy (247): 0.809
Accuracy (248): 0.808
Accuracy (249): 0.807
Accuracy (250): 0.81
Accuracy (251): 0.807
Accuracy (252): 0.805
Accuracy (253): 0.814
Accuracy (254): 0.805
Accuracy (255): 0.81
Accuracy (256): 0.809
Accuracy (257): 0.812
Accuracy (258): 0.811
Accuracy (259): 0.806
Accuracy (260): 0.806
Accuracy (261): 0.811
Accuracy (262): 0.803
Accuracy (263): 0.808
Accuracy (264): 0.803
Accuracy (265): 0.804
Accuracy (266): 0.811
Accuracy (267): 0.798
Accuracy (268): 0.806
Accuracy (269): 0.801
Accuracy (270): 0.812
Accuracy (271): 0.808
Accuracy (272): 0.811
Accuracy (273): 0.809
Accuracy (274): 0.812
Accuracy (275): 0.808
Accuracy (276): 0.797
Accuracy (277): 0.81
Accuracy (278): 0.798
Accuracy (279): 0.811
Accuracy (280): 0.825
Accuracy (281): 0.812
Accuracy (282): 0.803
Accuracy (283): 0.801
Accuracy (284): 0.811
Accuracy (285): 0.823
Accuracy (286): 0.81
Accuracy (287): 0.808
Accuracy (288): 0.813
Accuracy (289): 0.81
Accuracy (290): 0.813
Accuracy (291): 0.812
Accuracy (292): 0.795
Accuracy (293): 0.807
Accuracy (294): 0.805
Accuracy (295): 0.816
Accuracy (296): 0.808
Accuracy (297): 0.82
Accuracy (298): 0.813
Accuracy (299): 0.808
Predicted   0    1   2   3   4    5   6    7    8    9   All
Actual                                                      
0          76    1   1   0   2    3   3    3    1    1    91
1           1  119   0   1   1    0   0    1    2    0   125
2           2    1  85   5   2    3   3    1    2    0   104
3           1    1   2  72   0   12   0    3    9    1   101
4           0    2   2   0  74    1   2    2    2   11    96
5           1    1   2   5   3   81   3    0    4    2   102
6           1    1   0   0   5    4  62    0    3    0    76
7           0    4   2   1   1    0   0   82    2    7    99
8           3    0   4   2   1    5   1    5   70    4    95
9           1    0   0   2   5    2   0    6    5   90   111
All        86  130  98  88  94  111  74  103  100  116  1000

correctly predicted 811
out of 1000

Indices of wrong images: [2, 5, 8, 13, 14, 26, 30, 43, 55, 60, 64, 68, 72, 75, 85, 89, 90, 98, 99, 121, 123, 128, 136, 138, 140, 152, 153, 157, 169, 174, 183, 185, 189, 190, 200, 201, 206, 209, 211, 213, 215, 216, 219, 220, 222, 226, 227, 230, 241, 252, 253, 256, 259, 269, 272, 283, 285, 296, 300, 301, 316, 319, 330, 337, 341, 362, 369, 370, 380, 384, 385, 395, 402, 405, 413, 416, 420, 424, 426, 430, 432, 435, 441, 447, 463, 466, 467, 477, 488, 494, 497, 505, 511, 517, 520, 530, 536, 557, 566, 568, 572, 573, 575, 576, 578, 579, 581, 583, 590, 605, 606, 608, 610, 626, 628, 629, 640, 645, 646, 647, 648, 649, 657, 673, 686, 687, 693, 695, 698, 710, 712, 713, 716, 718, 731, 735, 736, 739, 745, 747, 750, 752, 757, 768, 773, 776, 778, 781, 789, 791, 802, 806, 810, 821, 823, 838, 840, 841, 846, 849, 857, 858, 859, 865, 866, 868, 873, 880, 886, 889, 890, 894, 897, 901, 902, 910, 917, 919, 922, 929, 939, 942, 944, 955, 956, 957, 978, 985, 987]
